"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2011","FR",588,"2","2011","14",38564,26190,0,0,,,,,,,,,0,0,0,567,0,,3,,0,0,0,,12374,,"3","3","NA","1","1","1","1","1","1","1","1","4","4500","3","NA","1","2","2","2","3","3","6","2","1","NA","NA","935","0","1","1",,"1",1,,,,,
"2011","FR",590,"2","2011","29",9024,8650,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,373,,"NA","3","NA","1","1","1","1","1","1","1","1","4","1000","1","NA","2","2","2","2","1","2","3","2","1","467","NA","1243.25","0","1","1",,"1",1,,,,,
"2011","FR",598,"2","2011","31",28131,20741,0,0,,,,,,,,,0,0,0,0,0,,4835,,0,0,0,,7390,,"NA","3","NA","1","1","2","1","1","1","1","1","4","2000","3","3","2","1","2","2","2","3","5","2","1","NA","NA","217.33","0","1","1",,"1",1,,,,,
"2011","FR",665,"2","2011","18",27841,23408,0,0,,,,,,,,,0,0,0,0,0,,185,,0,0,0,,4433,,"3","3","NA","1","1","2","1","1","1","1","1","3","2500","3","3","2","2","NA","2","1","3","3","2","2","NA","NA","327.75","0","1","1",,"1",1,,,,,
"2011","FR",694,"2","2011","27",11432,5505,0,0,,,,,,,,,0,0,0,0,0,,594,,0,0,0,,5927,,"NA","3","NA","2","1","1","1","1","1","1","3","6","2500","3","NA","2","1","2","2","4","1","4","2","1","NA","NA","1445.33","0","1","1",,"1",1,,,,,
"2011","FR",713,"2","2011","19",33938,30296,5300,5300,,,,,,,,,5300,0,0,0,0,,400,,0,1499,0,,2142,,"3","3","NA","1","1","1","1","1","1","1","3","4","700","3","2","2","2","2","2","2","1","6","2","1","NA","NA","236.33","0","1","1",,"1",1,,,,,
"2011","FR",767,"2","2011","27",12805,7554,0,0,,,,,,,,,0,0,0,0,0,,884,,0,0,0,,5251,,"NA","3","3","1","1","1","1","1","1","1","1","3","3000","3","NA","2","2","2","1","4","4","5","2","1","NA","NA","369.33","0","1","1",,"1",1,,,,,
"2011","FR",814,"2","2011","10",48135,42506,0,0,,,,,,,,,0,0,0,0,0,,29107,,0,73,0,,5556,,"3","3","NA","1","1","1","1","1","1","1","1","4","3000","3","NA","2","2","2","2","4","2","2","1","1","NA","NA","284.08","0","1","1",,"1",1,,,,,
"2011","FR",877,"2","2011","29",17874,14948,0,0,,,,,,,,,0,0,0,0,0,,2673,,0,0,0,,2926,,"3","3","NA","1","1","1","1","1","1","1","1","3","3150","3","NA","2","2","2","1","1","1","6","2","1","NA","NA","601.33","0","1","1",,"1",1,,,,,
"2011","FR",997,"2","2011","31",100094,93787,0,0,,,,,,,,,0,0,0,0,584,,7547,,0,0,0,,6307,,"3","3","NA","1","2","1","1","1","1","1","1","4","2000","1","NA","2","2","2","2","1","1","5","2","1","NA","NA","581.67","0","1","1",,"1",1,,,,,
"2011","FR",1035,"2","2011","53",34159,31524,0,0,,,,,,,,,0,0,0,0,0,,516,,0,0,876,,1758,,"NA","3","NA","1","1","1","1","1","1","1","1","6","5000","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","135.67","0","1","1",,"1",1,,,,,
"2011","FR",1062,"2","2011","NA",16791,15239,0,0,,,,,,,,,0,0,0,0,0,,251,,0,0,0,,1552,,"NA","3","3","1","1","1","1","1","1","1","1","5","3000","3","2","1","1","2","1","2","4","3","2","1","NA","NA","954.83","0","1","1",,"1",1,,,,,
"2011","FR",1076,"2","2011","17",17103,15620,0,0,,,,,,,,,0,0,0,0,0,,457,,0,0,0,,1483,,"3","3","NA","1","1","1","1","1","1","3","1","3","2400","3","NA","2","2","2","2","2","2","5","2","1","540","NA","227.25","0","1","1",,"1",1,,,,,
"2011","FR",1138,"2","2011","20",3473,-6439,0,0,,,,,,,,,0,0,0,0,0,,2461,,0,0,0,,9912,,"NA","3","3","1","1","1","1","1","1","1","1","3","3000","1","3","1","1","2","2","2","2","3","2","1","NA","NA","243.33","2054.92","1","1",,"1",1,,,,,
"2011","FR",1283,"2","2011","46",39404,33400,0,0,,,,,,,,,0,0,0,0,0,,2894,,0,0,5362,,642,,"3","3","3","1","1","1","1","1","1","1","1","5","1500","3","NA","2","2","2","2","2","2","6","2","1","NA","NA","525.58","0","1","1",,"1",1,,,,,
"2011","FR",1349,"2","2011","8",26760,26756,5490,5490,,,,,,,,,5490,0,0,0,0,,264,,0,0,0,,4,,"NA","3","3","1","1","2","1","1","1","1","1","3","2000","2","NA","2","2","2","2","1","2","5","2","1","518","NA","134.33","0","1","1",,"1",1,,,,,
"2011","FR",1373,"2","2011","20",27020,11157,0,0,,,,,,,,,0,0,0,0,0,,278,,0,0,0,,15862,,"3","3","3","1","1","2","1","1","3","1","2","5","2200","3","3","2","1","2","2","4","3","2","2","1","588","NA","432.25","0","1","1",,"1",1,,,,,
"2011","FR",1395,"2","2011","20",36850,30986,0,0,,,,,,,,,0,0,16902,12065,0,,30,,0,0,0,,5864,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1500","2","NA","2","1","2","2","2","4","3","2","1","NA","NA","500.75","0","1","1",,"1",1,,,,,
"2011","FR",1397,"2","2011","26",68333,60142,0,0,,,,,,,,,0,0,0,0,0,,25899,,0,0,0,,8192,,"3","3","NA","1","1","1","1","1","3","1","1","4","6000","3","NA","2","2","2","2","1","1","1","2","1","NA","NA","343.83","0","1","1",,"1",1,,,,,
"2011","FR",1454,"2","2011","21",20982,17540,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3442,,"NA","3","NA","1","1","1","1","1","1","1","1","4","6000","2","3","2","2","2","2","3","5","3","2","1","NA","NA","230.75","1674.17","1","1",,"1",1,,,,,
"2011","FR",1480,"2","2011","21",95852,85104,0,0,,,,,,,,,0,0,0,0,0,,107,,0,0,0,,10748,,"3","3","NA","1","1","1","1","1","1","1","1","5","1600","3","3","2","1","1","2","4","1","4","2","1","NA","NA","369.67","0","1","1",,"1",1,,,,,
"2011","FR",1653,"2","2011","19",42452,39967,0,0,,,,,,,,,0,0,0,0,0,,1177,,0,0,0,,2485,,"NA","3","NA","1","1","1","1","1","1","1","1","6","3000","3","NA","2","2","2","2","2","3","3","2","1","NA","NA","283.08","445.25","1","1",,"1",1,,,,,
"2011","FR",1707,"2","2011","35",7709,4685,0,0,,,,,,,,,0,0,0,2912,0,,392,,0,0,0,,3024,,"3","3","3","1","1","2","1","1","1","1","1","4","1400","2","NA","2","2","2","1","1","4","3","2","1","NA","NA","624","0","1","1",,"1",1,,,,,
"2011","FR",1777,"2","2011","35",45597,39672,0,0,,,,,,,,,0,0,0,0,0,,5015,,0,0,0,,5925,,"3","3","NA","1","1","1","1","1","3","1","1","6","NA","2","NA","2","2","2","2","1","4","3","2","1","NA","NA","176.67","0","1","1",,"1",1,,,,,
"2011","FR",1966,"2","2011","29",23117,17802,0,0,,,,,,,,,0,0,0,0,3022,,105,,0,0,0,,5315,,"3","3","3","2","1","2","1","1","1","1","1","1","1500","3","NA","2","2","1","1","1","4","4","2","1","357","NA","667.83","0","1","1",,"1",1,,,,,
"2011","FR",2044,"2","2011","22",15662,13286,0,0,,,,,,,,,0,0,0,0,0,,2033,,0,0,0,,2376,,"3","3","2","1","1","1","1","1","1","1","1","5","9000","3","NA","1","2","2","2","2","1","5","2","1","NA","NA","432.58","783.92","1","1",,"1",1,,,,,
"2011","FR",2047,"2","2011","30",20804,18016,0,0,,,,,,,,,0,0,0,1155,0,,14,,0,0,0,,2788,,"3","3","3","1","1","1","1","1","1","1","1","2","6000","2","NA","2","2","2","2","2","1","6","2","1","NA","NA","238.33","0","1","1",,"1",1,,,,,
"2011","FR",2056,"2","2011","12",77877,75833,0,0,,,,,,,,,0,0,0,0,0,,1636,,0,0,0,,2044,,"NA","3","3","1","1","1","1","1","1","1","1","4","1000","1","3","2","2","2","2","3","2","3","2","1","717","NA","551.5","327","1","1",,"1",1,,,,,
"2011","FR",2063,"2","2011","24",50349,36435,0,0,,,,,,,,,0,0,0,1889,0,,541,,0,0,0,,13914,,"3","3","NA","1","1","1","1","1","1","1","1","3","4000","3","3","2","2","2","2","4","1","4","2","1","NA","NA","67.5","0","1","1",,"1",1,,,,,
"2011","FR",2081,"2","2011","13",42897,28857,0,0,,,,,,,,,0,0,0,0,0,,14867,,0,1479,0,,12561,,"NA","3","3","1","1","1","1","1","1","1","1","6","3000","2","NA","2","2","2","2","1","5","3","2","1","NA","NA","270","0","1","1",,"1",1,,,,,
"2011","FR",2184,"2","2011","20",9267,14963,0,0,,,,,,,,,0,0,0,0,0,,65,,0,0,0,,-5696,,"3","3","3","1","1","1","1","1","1","1","1","3","NA","1","NA","2","2","2","1","1","2","5","2","1","NA","NA","532.92","0","1","1",,"1",1,,,,,
"2011","FR",2212,"2","2011","30",23316,14337,0,0,,,,,,,,,0,0,0,0,0,,725,,0,0,0,,8978,,"3","3","NA","1","1","1","1","1","1","1","3","5","2200","2","3","2","2","2","1","1","1","6","2","1","NA","NA","369.33","0","1","1",,"1",1,,,,,
"2011","FR",2300,"2","2011","25",20115,15027,138,138,,,,,,,,,138,0,0,0,0,,2252,,0,0,0,,5089,,"3","3","NA","1","1","1","1","1","3","1","1","2","1000","3","NA","2","2","1","2","1","2","2","2","1","NA","NA","419.33","0","1","1",,"1",1,,,,,
"2011","FR",2403,"2","2011","49",37335,32404,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4931,,"NA","3","3","1","1","1","1","1","1","1","1","4","3000","3","NA","2","2","2","2","1","1","4","2","1","535","NA","599.17","1111.58","1","1",,"1",1,,,,,
"2011","FR",2458,"2","2011","37",29382,21198,0,0,,,,,,,,,0,0,0,0,0,,2803,,0,0,0,,8184,,"3","3","NA","1","1","1","1","1","1","1","1","4","4000","1","NA","2","2","1","2","3","1","4","2","1","NA","NA","625.67","0","1","1",,"1",1,,,,,
"2011","FR",2601,"2","2011","19",26123,19285,0,0,,,,,,,,,0,0,0,964,0,,950,,0,0,0,,6838,,"NA","3","3","1","1","1","1","1","1","1","1","5","15000","2","NA","2","2","2","2","4","1","5","2","1","NA","NA","473.5","640.83","1","1",,"1",1,,,,,
"2011","FR",2619,"2","2011","20",28007,27750,0,0,,,,,,,,,0,0,108,90,1204,,0,,0,0,0,,257,,"3","3","3","1","2","1","1","1","1","1","1","3","1300","3","NA","2","2","2","2","2","2","3","2","1","176","NA","253.75","0","1","1",,"1",1,,,,,
"2011","FR",2732,"2","2011","27",43602,35515,2218,2218,,,,,,,,,2218,0,0,661,0,,2159,,0,0,0,,8087,,"3","3","3","1","1","1","1","1","1","1","1","4","5600","3","NA","2","2","2","2","4","1","3","2","1","NA","NA","75.83","0","1","1",,"1",1,,,,,
"2011","FR",2818,"2","2011","20",14972,13018,0,0,,,,,,,,,0,0,0,0,0,,804,,0,0,0,,1955,,"3","3","3","1","1","1","1","1","1","1","1","3","1600","3","NA","2","1","2","2","1","1","4","2","1","1370","NA","463.42","0","1","1",,"1",1,,,,,
"2011","FR",2849,"2","2011","22",141724,137867,43107,43107,,,,,,,,,43107,0,57328,0,0,,30792,,0,0,0,,3858,,"NA","3","3","1","1","1","1","1","3","1","1","6","5000","3","1","2","1","2","2","1","1","5","2","1","NA","NA","646.58","984.75","1","1",,"1",1,,,,,
"2011","FR",2873,"2","2011","25",27670,26022,0,0,,,,,,,,,0,0,0,0,0,,17746,,0,0,0,,1648,,"3","3","NA","1","1","1","1","1","3","1","1","4","4000","3","NA","2","2","2","2","3","1","6","2","1","NA","NA","845.08","0","1","1",,"1",1,,,,,
"2011","FR",3043,"2","2011","38",34901,33484,0,0,,,,,,,,,0,0,0,0,0,,1613,,0,0,0,,1417,,"NA","3","NA","1","1","1","1","1","1","1","1","4","2200","3","NA","2","1","2","2","2","1","3","2","1","NA","NA","487.67","0","1","1",,"1",1,,,,,
"2011","FR",3091,"2","2011","20",57216,54205,0,0,,,,,,,,,0,0,0,0,0,,1921,,0,0,0,,3010,,"3","3","3","1","1","1","1","1","1","1","1","3","3000","3","NA","2","2","2","2","4","1","6","2","1","NA","NA","514.25","0","1","1",,"1",1,,,,,
"2011","FR",3162,"2","2011","36",24006,24000,0,0,,,,,,,,,0,0,0,0,0,,30,,0,0,0,,6,,"NA","1","NA","2","1","1","1","1","3","1","1","4","3000","2","3","2","2","2","2","3","1","4","2","1","493","NA","404.92","370.08","1","3",,"1",1,,,,,
"2011","FR",3211,"2","2011","7",77078,74485,0,0,,,,,,,,,0,0,0,0,0,,2125,,0,0,0,,2594,,"2","NA","NA","1","1","1","1","1","1","1","1","3","1000","2","1","2","2","2","1","2","1","5","2","1","NA","NA","455.83","0","1","1",,"1",1,,,,,
"2011","FR",3252,"2","2011","39",34893,34273,0,0,,,,,,,,,0,0,0,22906,0,,40,,0,0,0,,621,,"NA","3","NA","1","1","1","1","1","1","1","1","3","4000","2","NA","2","2","2","2","1","1","6","2","1","2095","NA","467.92","0","1","1",,"1",1,,,,,
"2011","FR",3255,"2","2011","37",34362,34359,0,0,,,,,,,,,0,0,0,0,0,,20797,,0,0,0,,3,,"3","3","NA","1","1","1","1","1","1","1","1","3","3500","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","562","0","1","1",,"1",1,,,,,
"2011","FR",3294,"2","2011","32",13627,9719,0,0,,,,,,,,,0,0,0,0,0,,414,,0,64,643,,3201,,"NA","3","NA","1","1","1","1","1","1","1","1","5","3000","2","NA","2","2","2","2","1","1","4","2","1","NA","NA","666.92","0","1","1",,"1",1,,,,,
"2011","FR",3327,"2","2011","32",88215,84909,0,0,,,,,,,,,0,0,0,6178,0,,8446,,0,1038,0,,2268,,"NA","3","NA","1","1","1","1","1","3","1","1","5","5000","3","3","2","2","2","2","2","1","6","2","1","NA","NA","500","0","1","1",,"1",1,,,,,
"2011","FR",3335,"2","2011","40",43228,42003,0,0,,,,,,,,,0,0,0,0,0,,2125,,0,0,246,,979,,"NA","3","NA","1","2","2","1","1","1","1","1","3","4000","3","NA","1","2","2","2","1","4","3","2","1","NA","NA","213.75","1067.25","1","1",,"1",1,,,,,
"2011","FR",3375,"2","2011","11",15878,13862,0,0,,,,,,,,,0,0,0,0,0,,1944,,0,0,0,,2016,,"3","3","NA","2","1","1","1","1","1","1","1","5","4000","3","NA","2","2","2","NA","1","1","2","2","1","NA","NA","281.33","0","1","1",,"1",1,,,,,
"2011","FR",3561,"2","2011","27",7920,7166,0,0,,,,,,,,,0,0,0,174,0,,9,,0,0,0,,755,,"NA","1","NA","2","1","1","1","1","1","1","1","3","2500","2","3","2","2","2","2","3","1","5","2","1","NA","NA","153.08","0","1","1",,"1",1,,,,,
"2011","FR",3620,"2","2011","27",29677,27115,0,0,,,,,,,,,0,0,0,0,0,,6542,,0,0,0,,2563,,"NA","3","3","1","1","1","1","1","1","1","1","6","2000","3","NA","2","1","2","2","2","1","6","2","1","NA","NA","409.5","0","1","1",,"1",1,,,,,
"2011","FR",3740,"2","2011","26",25365,19601,0,0,,,,,,,,,0,0,0,2651,0,,110,,0,0,0,,5763,,"NA","3","3","1","1","1","1","1","1","3","1","3","8000","2","3","2","2","2","1","1","1","5","2","1","341","NA","497.67","0","1","1",,"1",1,,,,,
"2011","FR",3750,"2","2011","64",220,-189,0,0,,,,,,,,,0,0,0,0,0,,220,,0,0,0,,409,,"3","3","NA","1","1","2","1","1","1","1","1","2","2000","1","NA","2","2","2","2","2","4","4","2","1","NA","NA","181.58","0","1","1",,"1",1,,,,,
"2011","FR",3759,"2","2011","12",33169,8299,0,0,,,,,,,,,0,0,6353,10520,0,,1879,,0,0,0,,24870,,"NA","3","NA","1","1","1","1","1","1","1","1","4","2500","3","NA","2","2","2","2","4","1","6","2","1","NA","NA","209","0","1","1",,"1",1,,,,,
"2011","FR",3797,"2","2011","45",33680,26835,0,0,,,,,,,,,0,0,0,5393,0,,1054,,0,0,0,,6845,,"NA","3","NA","1","1","1","1","1","1","1","1","4","2000","3","1","1","2","2","1","1","1","5","2","1","NA","NA","700.67","0","1","1",,"1",1,,,,,
"2011","FR",3821,"2","2011","20",44748,32246,14885,14885,,,,,,,,,14885,0,0,0,0,,2022,,0,0,0,,12502,,"NA","3","3","1","1","1","1","1","3","1","1","3","NA","1","3","2","2","2","2","4","1","6","2","2","NA","NA","664.83","0","1","1",,"1",1,,,,,
"2011","FR",3845,"2","2011","22",38747,37193,0,0,,,,,,,,,0,0,0,0,0,,1834,,0,0,0,,1554,,"NA","3","NA","1","1","2","1","1","3","1","1","4","3500","1","3","2","2","2","2","1","1","5","2","1","NA","NA","468.75","0","1","1",,"1",1,,,,,
"2011","FR",3936,"2","2011","NA",22054,20280,0,0,,,,,,,,,0,0,0,0,0,,6239,,0,0,0,,1774,,"NA","3","3","1","1","1","1","1","1","1","1","4","18000","3","3","2","2","2","2","1","2","6","2","1","NA","NA","450.92","448.75","1","1",,"1",1,,,,,
"2011","FR",3994,"2","2011","22",29405,26814,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2591,,"NA","3","3","1","1","1","1","1","1","1","1","4","1600","3","NA","2","2","2","1","1","1","4","2","1","NA","NA","444.42","0","1","1",,"1",1,,,,,
"2011","FR",4104,"2","2011","34",13782,13584,0,0,,,,,,,,,0,0,0,0,0,,1642,,0,0,0,,198,,"3","3","NA","1","1","1","1","1","1","1","1","4","1500","3","2","2","2","2","2","1","2","3","2","1","NA","NA","283","808.25","1","1",,"1",1,,,,,
"2011","FR",4116,"2","2011","25",18445,18163,564,564,,,,,,,,,564,0,0,0,0,,154,,0,0,0,,282,,"3","3","NA","1","1","1","1","1","3","1","1","1","1500","3","NA","2","2","2","2","2","2","4","2","1","NA","NA","293.92","452.25","1","1",,"1",1,,,,,
"2011","FR",4144,"2","2011","15",25828,23931,1432,1432,,,,,,,,,1432,0,0,104,14161,,23,,0,0,0,,1897,,"3","3","3","1","1","1","1","1","1","1","1","3","2200","1","3","2","2","2","2","3","3","6","2","2","NA","NA","38.42","1251.42","1","1",,"1",1,,,,,
"2011","FR",4187,"2","2011","19",21269,13748,0,0,,,,,,,,,0,0,0,0,0,,2211,,0,0,0,,7521,,"3","3","NA","1","1","1","1","1","1","1","1","3","2000","1","1","1","2","2","2","1","2","6","2","1","308","NA","281.33","1979.58","1","1",,"1",1,,,,,
"2011","FR",4296,"2","2011","33",18555,13265,0,0,,,,,,,,,0,0,0,0,0,,362,,0,0,0,,5291,,"NA","3","NA","1","1","2","1","1","1","1","1","5","1800","3","3","2","2","1","2","4","1","4","2","1","NA","NA","1257.33","0","1","1",,"1",1,,,,,
"2011","FR",4430,"2","2011","47",613,-1006,0,0,,,,,,,,,0,0,0,0,0,,613,,0,0,0,,1619,,"3","3","3","1","1","1","1","1","1","1","1","3","1400","2","3","2","2","2","2","1","2","5","2","1","300","NA","375.83","0","1","1",,"1",1,,,,,
"2011","FR",4451,"2","2011","30",27495,20634,0,0,,,,,,,,,0,0,0,0,0,,3380,,0,0,0,,6861,,"NA","3","NA","1","1","2","1","1","1","1","1","3","2500","3","3","2","2","2","2","2","1","5","2","1","NA","NA","624","0","1","1",,"1",1,,,,,
"2011","FR",4606,"2","2011","16",381,-18194,0,0,,,,,,,,,0,0,0,0,0,,381,,0,0,0,,18574,,"NA","3","3","2","1","1","1","1","3","1","1","3","1400","2","3","2","2","2","2","1","1","5","2","1","NA","NA","213.33","0","1","1",,"1",1,,,,,
"2011","FR",4679,"2","2011","34",20119,9059,0,0,,,,,,,,,0,0,0,2829,0,,0,,0,0,0,,11060,,"NA","3","3","1","1","1","1","1","3","1","1","5","2500","1","NA","2","1","2","1","2","1","5","2","1","NA","NA","350.5","0","1","1",,"1",1,,,,,
"2011","FR",4684,"2","2011","21",22119,18184,0,0,,,,,,,,,0,0,0,0,0,,1966,,0,0,0,,3935,,"NA","3","3","1","1","1","1","1","1","1","1","3","1500","1","3","2","2","2","2","1","2","4","2","1","NA","NA","551.5","0","1","1",,"1",1,,,,,
"2011","FR",4770,"2","2011","17",7396,5406,0,0,,,,,,,,,0,0,0,0,0,,24,,0,0,0,,1990,,"3","3","NA","2","1","1","1","1","1","1","3","3","2000","3","NA","2","2","2","1","4","1","5","2","1","520","NA","448.33","0","1","1",,"1",1,,,,,
"2011","FR",4834,"2","2011","16",20874,19220,0,0,,,,,,,,,0,0,0,0,0,,9,,0,0,0,,1653,,"3","3","NA","1","1","2","1","1","1","1","1","4","2500","3","3","2","2","2","2","3","1","4","2","1","480","NA","245.67","0","1","1",,"1",1,,,,,
"2011","FR",4892,"2","2011","12",100229,95773,28749,28749,,,,,,,,,28749,0,0,0,0,,16890,,0,0,0,,4456,,"NA","3","3","1","1","1","1","1","1","1","1","5","1500","2","NA","2","2","2","2","4","1","5","2","1","690","NA","503.92","0","1","1",,"1",1,,,,,
"2011","FR",4950,"2","2011","29",28437,26425,0,0,,,,,,,,,0,0,0,6703,0,,0,,0,0,0,,2011,,"NA","3","3","1","1","1","1","1","1","1","1","5","2000","3","NA","1","2","2","1","4","1","6","2","1","NA","NA","501.58","0","1","1",,"1",1,,,,,
"2011","FR",4967,"2","2011","22",40950,36400,0,0,,,,,,,,,0,0,0,0,0,,978,,0,0,0,,4550,,"3","3","NA","1","1","1","1","1","3","1","1","4","2500","3","3","2","2","2","2","2","1","4","2","1","NA","NA","173.75","0","1","1",,"1",1,,,,,
"2011","FR",5057,"2","2011","37",1027,1003,0,0,,,,,,,,,0,0,0,0,0,,1027,,0,0,0,,24,,"3","3","3","1","1","1","1","1","3","1","1","3","1600","2","3","2","1","2","1","4","1","3","2","1","NA","NA","292.25","0","1","1",,"1",1,,,,,
"2011","FR",5191,"2","2011","22",13019,11490,0,0,,,,,,,,,0,0,0,0,0,,4606,,0,0,0,,1529,,"NA","3","3","1","1","1","1","1","1","1","3","4","2500","3","NA","2","2","2","2","1","1","5","2","1","438","NA","167.83","0","1","1",,"1",1,,,,,
"2011","FR",5205,"2","2011","26",78991,64045,0,0,,,,,,,,,0,0,0,0,26879,,11576,,0,0,0,,14946,,"3","3","NA","1","1","1","1","1","1","1","1","3","4700","3","NA","2","1","2","2","2","1","6","2","1","NA","NA","159.17","0","1","1",,"1",1,,,,,
"2011","FR",5237,"2","2011","16",42286,38484,0,0,,,,,,,,,0,0,0,0,0,,937,,0,0,0,,3802,,"3","3","3","1","1","1","1","1","1","1","1","2","2000","2","NA","2","2","2","1","4","4","4","2","1","598","NA","365","1277.25","1","1",,"1",1,,,,,
"2011","FR",5244,"2","2011","25",17710,15964,0,0,,,,,,,,,0,0,0,0,0,,139,,0,0,0,,1746,,"NA","3","3","1","1","1","1","1","1","1","1","4","4500","3","NA","2","2","2","2","1","3","3","2","1","NA","NA","500.75","0","1","1",,"1",1,,,,,
"2011","FR",5340,"2","2011","21",23486,18906,0,0,,,,,,,,,0,0,0,4423,0,,55,,0,0,0,,4580,,"3","3","NA","1","1","1","1","1","1","1","1","3","1800","1","NA","2","2","2","2","3","1","6","2","1","NA","NA","500.5","0","1","1",,"1",1,,,,,
"2011","FR",5373,"2","2011","22",42601,29623,0,0,,,,,,,,,0,0,0,0,0,,14765,,0,0,0,,12979,,"3","3","3","1","1","1","1","1","1","1","1","6","7000","3","NA","2","2","2","1","1","1","1","2","1","NA","NA","510.58","0","1","1",,"1",1,,,,,
"2011","FR",5384,"2","2011","22",55860,44806,0,0,,,,,,,,,0,0,0,2877,0,,3933,,0,0,0,,11054,,"3","3","NA","1","1","1","1","1","1","1","1","3","3000","3","NA","2","2","2","2","1","1","5","2","1","862","NA","250.58","0","1","1",,"1",1,,,,,
"2011","FR",5394,"2","2011","22",42055,32771,0,0,,,,,,,,,0,0,0,10537,0,,9,,0,0,0,,9284,,"3","3","3","1","1","1","1","1","1","1","1","4","2500","3","NA","2","2","2","1","4","1","3","2","1","NA","NA","233.92","0","1","1",,"1",1,,,,,
