"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2011","FI",137,"1","2011","24",10540,-10850,0,0,,,,,,,,,0,0,0,0,0,,4,,0,0,0,,21390,,"NA","3","NA","1","1","1","1","1","1","1","1","4","1200","2","NA","2","2","1","2","4","4","4","2","1","NA","NA","150","0","1","1",,"1",1,,,,,
"2011","FI",147,"1","2011","13",48992,44494,0,0,,,,,,,,,0,0,6679,8697,0,,0,,0,0,0,,4498,,"3","3","3","1","1","1","1","1","1","1","1","6","2500","3","3","2","2","2","2","1","1","6","2","1","NA","NA","676","0","1","1",,"1",1,,,,,
"2011","FI",164,"1","2011","27",3930,-1036,0,0,,,,,,,,,0,0,0,0,0,,928,,0,63,0,,4902,,"NA","3","NA","1","1","1","1","1","1","1","1","5","3800","2","NA","2","2","2","2","4","2","5","2","1","NA","NA","413","223.16","1","1",,"1",1,,,,,
"2011","FI",173,"1","2011","25",23317,20309,7228,7228,,,,,,,,,7228,0,0,0,0,,246,,0,99,1275,,1634,,"1","NA","NA","1","1","1","1","1","1","1","1","4","2000","2","1","2","2","2","2","1","2","4","2","1","1000","NA","1550","0","1","1",,"1",1,,,,,
"2011","FI",178,"1","2011","23",33832,13543,0,0,,,,,,,,,0,0,5004,10434,0,,35,,0,0,0,,20289,,"3","3","3","1","1","1","1","3","3","1","1","6","1000","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","262","843.41","1","1",,"1",1,,,,,
"2011","FI",188,"1","2011","43",50465,48995,0,0,,,,,,,,,0,0,293,16948,0,,297,,0,0,0,,1469,,"3","3","3","1","1","1","1","1","1","1","1","5","1000","2","3","2","2","2","2","1","1","6","2","1","NA","NA","393","54.32","1","1",,"1",1,,,,,
"2011","FI",191,"1","2011","20",34197,25263,0,0,,,,,,,,,0,0,0,0,2669,,0,,0,211,0,,8724,,"3","3","NA","1","1","2","1","1","1","1","1","4","1000","1","3","2","2","2","2","2","2","3","2","1","1015","NA","827","321.39","1","1",,"1",1,,,,,
"2011","FI",192,"1","2011","26",12566,7412,0,0,,,,,,,,,0,0,0,0,0,,67,,0,0,0,,5154,,"3","3","NA","2","1","1","1","1","1","1","1","2","1150","2","NA","2","2","2","2","1","2","5","2","1","NA","NA","899","0","1","1",,"1",1,,,,,
"2011","FI",195,"1","2011","31",7599,-2263,0,0,,,,,,,,,0,0,0,0,0,,9,,0,0,0,,9862,,"3","3","NA","1","1","1","1","1","3","1","2","2","1000","3","2","2","2","2","2","3","2","1","2","1","NA","NA","510","0","1","1",,"1",1,,,,,
"2011","FI",198,"1","2011","12",26409,25987,0,0,,,,,,,,,0,0,0,1318,0,,13,,0,0,0,,422,,"3","3","NA","1","1","2","3","1","1","1","1","6","2000","2","3","2","2","2","2","2","4","5","2","1","NA","NA","503","1741.12","1","1",,"1",1,,,,,
"2011","FI",199,"1","2011","29",24987,22784,0,0,,,,,,,,,0,0,0,0,11103,,0,,0,20,143,,2039,,"NA","3","NA","1","1","2","1","1","1","1","1","4","1000","2","NA","2","2","2","2","1","1","3","2","1","NA","NA","2115","0","1","1",,"1",1,,,,,
"2011","FI",201,"1","2011","23",39581,29394,0,0,,,,,,,,,0,0,0,8003,0,,0,,0,0,0,,10187,,"NA","3","NA","NA","NA","1","1","1","1","1","1","4","1500","2","NA","2","2","2","2","2","1","3","2","1","NA","NA","422","0","1","1",,"1",1,,,,,
"2011","FI",224,"1","2011","74",22913,10955,0,0,,,,,,,,,0,0,0,0,0,,12,,0,0,2526,,9431,,"3","3","NA","1","1","1","1","1","1","1","1","5","2000","3","3","2","2","2","2","4","5","6","2","1","NA","NA","271","0","1","1",,"1",1,,,,,
"2011","FI",234,"1","2011","13",9530,928,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8602,,"NA","3","3","1","1","1","1","1","1","1","1","5","2000","2","NA","2","2","2","2","1","2","6","2","1","NA","NA","298","0","1","1",,"1",1,,,,,
"2011","FI",240,"1","2011","16",8412,6416,0,0,,,,,,,,,0,0,0,1650,0,,0,,0,0,0,,1996,,"3","3","3","2","1","2","1","1","3","1","1","4","1200","3","NA","2","2","2","2","1","2","4","2","1","NA","NA","493","0","1","1",,"1",1,,,,,
"2011","FI",257,"1","2011","32",15828,15806,0,0,,,,,,,,,0,0,0,0,0,,6,,0,0,0,,22,,"NA","3","NA","1","1","1","1","1","3","1","2","5","2500","2","NA","2","2","1","2","4","4","1","2","1","457","NA","453","0","1","1",,"1",1,,,,,
"2011","FI",273,"1","2011","25",19953,9731,0,0,,,,,,,,,0,0,12689,3401,535,,0,,0,0,0,,10222,,"3","3","3","1","1","1","1","1","1","1","1","5","6000","2","NA","2","1","2","2","2","1","6","2","1","NA","NA","661","282.33","1","1",,"1",1,,,,,
"2011","FI",291,"1","2011","19",11540,11446,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,94,,"NA","3","NA","1","1","1","1","1","1","1","1","5","3000","2","3","2","2","2","2","3","2","3","2","1","NA","NA","210","0","1","1",,"1",1,,,,,
"2011","FI",293,"1","2011","26",16716,10528,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6188,,"NA","3","NA","1","1","1","1","1","3","1","3","3","NA","3","NA","2","2","2","2","1","4","5","2","2","NA","NA","960","0","1","1",,"1",1,,,,,
"2011","FI",323,"1","2011","20",3987,-9908,0,0,,,,,,,,,0,0,0,3987,0,,0,,0,0,0,,13896,,"NA","3","NA","2","1","1","1","1","1","1","1","2","3000","2","NA","2","2","2","2","1","1","5","1","1","NA","NA","588","321.39","1","1",,"1",1,,,,,
"2011","FI",328,"1","2011","22",2346,1447,0,0,,,,,,,,,0,0,0,0,0,,2,,0,44,0,,855,,"NA","3","NA","1","1","2","1","1","1","1","1","6","NA","2","NA","2","2","2","2","4","2","3","2","1","NA","NA","911","0","1","1",,"1",1,,,,,
"2011","FI",346,"1","2011","10",19073,18898,0,0,,,,,,,,,0,0,0,2893,0,,13,,0,1,14,,160,,"NA","3","NA","2","1","2","1","1","1","1","1","5","1800","2","3","2","2","2","2","1","4","3","1","1","744","NA","343","0","1","1",,"1",1,,,,,
"2011","FI",347,"1","2011","21",41737,40690,0,0,,,,,,,,,0,0,0,0,0,,3,,0,62,0,,986,,"3","3","NA","1","1","2","1","1","3","1","1","6","2500","2","3","2","2","2","2","1","3","1","2","1","630","NA","177","0","1","1",,"1",1,,,,,
"2011","FI",355,"1","2011","23",32369,13047,0,0,,,,,,,,,0,0,0,5746,2495,,0,,0,2301,10620,,6400,,"NA","NA","NA","1","1","1","1","1","3","1","1","4","1500","2","2","2","2","2","2","1","2","2","2","1","NA","NA","565","1666.66","1","1",,"1",1,,,,,
"2011","FI",356,"1","2011","14",56423,26672,0,0,,,,,,,,,0,0,0,12327,0,,0,,0,0,0,,29751,,"1","3","NA","1","1","1","1","1","1","1","1","3","1000","2","2","2","2","2","2","1","2","6","1","1","NA","NA","3326","843.41","1","1",,"1",1,,,,,
"2011","FI",357,"1","2011","33",23215,20513,0,0,,,,,,,,,0,0,0,0,0,,7,,0,47,425,,2231,,"3","3","1","1","1","1","1","1","3","1","1","4","4000","NA","NA","2","2","2","2","4","4","4","2","1","NA","NA","630","197.08","1","1",,"1",1,,,,,
"2011","FI",372,"1","2011","38",53199,20589,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,32609,,"NA","3","NA","1","1","1","1","1","1","1","1","6","2800","2","NA","2","2","2","2","2","2","5","2","1","1100","NA","829","0","1","1",,"1",1,,,,,
"2011","FI",374,"1","2011","21",9673,7316,1333,1333,,,,,,,,,1333,0,0,0,0,,35,,0,225,0,,2132,,"3","3","NA","1","1","2","1","1","3","1","1","3","4000","2","2","2","2","2","2","4","1","6","2","1","NA","NA","625","0","1","1",,"1",1,,,,,
"2011","FI",376,"1","2011","17",12018,7176,0,0,,,,,,,,,0,0,0,4711,0,,0,,0,0,0,,4843,,"3","3","1","1","1","1","1","1","3","1","1","6","2500","2","2","2","2","2","2","1","1","5","2","1","830","NA","297","787.83","1","1",,"1",1,,,,,
"2011","FI",389,"1","2011","19",36613,32018,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4595,,"NA","3","3","1","1","1","1","1","1","2","3","5","1500","3","NA","2","2","2","2","NA","3","4","2","1","957","NA","359","0","1","1",,"1",1,,,,,
"2011","FI",432,"1","2011","45",44646,36456,0,0,,,,,,,,,0,0,0,5500,1196,,0,,0,0,0,,8190,,"NA","3","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","606","0","1","1",,"1",1,,,,,
"2011","FI",438,"1","2011","10",22163,20567,0,0,,,,,,,,,0,0,0,0,0,,10,,0,0,0,,1595,,"3","3","NA","1","1","1","1","1","1","1","1","2","NA","2","NA","2","2","2","2","4","3","4","2","1","825","NA","1613","2145.34","1","1",,"1",1,,,,,
"2011","FI",444,"1","2011","18",17576,17450,0,0,,,,,,,,,0,0,0,0,0,,568,,0,0,0,,125,,"3","3","3","1","1","2","1","1","1","1","1","6","1500","3","2","2","2","2","2","1","1","3","2","1","320","NA","1260","0","1","1",,"1",1,,,,,
"2011","FI",459,"1","2011","26",12595,12543,0,0,,,,,,,,,0,0,0,0,0,,5,,0,0,0,,52,,"3","2","NA","2","1","1","1","1","1","1","2","4","1000","2","NA","2","2","2","2","2","2","2","2","1","326","NA","323","0","1","1",,"1",1,,,,,
"2011","FI",460,"1","2011","30",22224,22025,0,0,,,,,,,,,0,0,0,6512,0,,0,,0,0,0,,198,,"3","3","3","1","1","1","1","1","1","1","3","NA","2000","1","1","2","2","2","2","4","1","5","2","1","800","NA","297","0","1","1",,"1",1,,,,,
"2011","FI",474,"1","2011","31",34400,19930,0,0,,,,,,,,,0,0,0,0,0,,18,,0,0,0,,14470,,"NA","3","NA","1","1","1","1","1","1","1","1","5","1000","3","2","2","2","2","2","1","1","5","2","1","NA","NA","406","586.41","1","1",,"1",1,,,,,
"2011","FI",485,"1","2011","30",12350,7724,0,0,,,,,,,,,0,0,0,0,0,,0,,0,203,0,,4422,,"3","3","NA","2","1","1","1","3","1","1","1","6","1500","1","2","2","2","2","2","4","3","3","2","1","NA","NA","591","0","1","1",,"1",1,,,,,
"2011","FI",489,"1","2011","26",21182,20511,0,0,,,,,,,,,0,0,0,0,0,,9,,0,0,139,,533,,"NA","3","3","1","1","1","1","1","1","1","2","4","1300","2","NA","2","2","2","2","2","1","6","2","1","NA","NA","106","0","1","1",,"1",1,,,,,
"2011","FI",502,"1","2011","22",24964,19277,0,0,,,,,,,,,0,0,0,0,0,,263,,0,0,0,,5687,,"NA","1","3","1","1","1","1","1","1","1","2","6","3000","1","2","2","2","2","2","1","2","6","2","1","NA","NA","255","586.41","1","1",,"1",1,,,,,
"2011","FI",544,"2","2011","18",23667,20977,0,0,,,,,,,,,0,0,0,0,0,,8,,0,108,0,,2583,,"3","3","NA","1","1","1","1","1","1","1","1","3","2000","3","1","2","2","2","2","1","4","4","2","1","NA","NA","384","0","1","1",,"1",1,,,,,
"2011","FI",551,"1","2011","21",9505,4272,0,0,,,,,,,,,0,0,0,0,0,,140,,0,0,0,,5233,,"NA","2","NA","1","1","2","1","1","1","1","2","4","1500","2","2","2","2","2","2","2","1","1","2","1","NA","NA","516","0","1","1",,"1",1,,,,,
"2011","FI",556,"1","2011","31",1310,-3049,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4358,,"NA","3","NA","2","1","1","1","1","1","1","2","2","1000","1","NA","2","2","2","2","3","2","4","2","1","NA","NA","1684","0","1","1",,"1",1,,,,,
"2011","FI",563,"1","2011","10",56197,45011,0,0,,,,,,,,,0,0,13465,3471,0,,542,,0,0,0,,11186,,"NA","3","NA","1","1","1","1","1","1","1","1","6","NA","3","1","2","2","2","2","1","1","6","1","1","NA","NA","283","122.58","1","1",,"1",1,,,,,
"2011","FI",591,"1","2011","21",1708,1671,0,0,,,,,,,,,0,0,0,0,0,,10,,0,0,0,,37,,"NA","3","NA","1","1","1","1","1","3","1","1","4","1000","3","1","2","2","2","2","1","4","2","2","1","NA","NA","190","0","1","1",,"1",1,,,,,
"2011","FI",592,"1","2011","23",9886,8635,1599,1599,,,,,,,,,1599,0,0,0,0,,84,,0,30,0,,1220,,"3","3","NA","1","1","2","1","3","3","1","1","3","3000","2","NA","2","1","2","2","1","4","5","2","1","NA","NA","178","0","1","1",,"1",1,,,,,
"2011","FI",623,"1","2011","13",17332,4671,0,0,,,,,,,,,0,0,0,0,0,,25,,0,0,0,,12661,,"NA","3","NA","1","1","2","1","1","1","1","1","4","1200","2","NA","1","2","2","2","4","4","6","2","1","NA","NA","116","538","1","1",,"1",1,,,,,
"2011","FI",654,"1","2011","8",32583,17526,0,0,,,,,,,,,0,0,0,0,320,,231,,0,0,0,,15057,,"3","3","NA","1","1","2","1","1","1","1","2","5","1800","2","NA","2","2","2","2","2","3","5","2","1","374","NA","591","0","1","1",,"1",1,,,,,
"2011","FI",681,"1","2011","26",11069,9129,0,0,,,,,,,,,0,0,0,2794,630,,71,,0,12,0,,1928,,"NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","1","NA","2","2","2","2","4","2","6","2","1","NA","NA","930","426","1","1",,"1",1,,,,,
"2011","FI",682,"1","2011","17",36563,33370,0,0,,,,,,,,,0,0,0,0,0,,12,,0,61,0,,3132,,"3","3","NA","1","1","1","1","1","1","1","1","6","2000","1","1","2","2","2","2","2","3","5","2","1","NA","NA","1420","2713.96","1","1",,"1",1,,,,,
"2011","FI",686,"1","2011","31",15067,14713,0,0,,,,,,,,,0,0,0,0,0,,83,,0,0,29,,325,,"3","3","NA","1","1","2","1","3","1","1","2","2","NA","1","NA","2","2","2","2","1","2","4","2","1","NA","NA","414","552.46","1","1",,"1",1,,,,,
"2011","FI",687,"1","2011","14",5173,4984,0,0,,,,,,,,,0,0,0,0,0,,131,,0,0,0,,189,,"1","3","3","1","1","1","1","3","1","1","2","3","1000","2","2","2","2","2","2","4","3","4","2","1","NA","NA","931","0","1","1",,"1",1,,,,,
"2011","FI",689,"1","2011","25",7229,6374,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,30,,825,,"3","3","NA","1","1","1","1","1","1","1","2","3","2000","3","NA","2","1","2","2","4","4","5","2","1","NA","NA","661","0","1","1",,"1",1,,,,,
"2011","FI",691,"1","2011","22",1177,563,0,0,,,,,,,,,0,0,4,0,0,,2,,0,0,0,,613,,"NA","3","NA","1","1","2","1","2","1","1","1","1","1200","2","2","2","2","2","2","1","1","6","2","1","500","NA","378","0","1","1",,"1",1,,,,,
"2011","FI",694,"1","2011","15",51,10,0,0,,,,,,,,,0,0,0,0,0,,51,,0,0,0,,41,,"3","3","NA","1","1","1","1","1","3","1","1","3","3500","2","2","2","2","2","2","4","3","4","2","1","NA","NA","221","0","1","1",,"1",1,,,,,
"2011","FI",696,"1","2011","16",38078,37593,0,0,,,,,,,,,0,0,0,4472,0,,316,,0,17,48,,419,,"3","3","NA","1","1","2","1","3","1","NA","1","4","2500","3","3","2","1","NA","2","4","1","6","2","1","NA","NA","509","0","1","1",,"1",1,,,,,
"2011","FI",729,"2","2011","19",53315,44949,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8367,,"3","3","NA","1","1","1","1","1","3","1","1","4","900","2","NA","2","2","2","1","4","1","2","2","1","NA","NA","216","157.91","1","1",,"1",1,,,,,
"2011","FI",737,"1","2011","68",7047,4375,0,0,,,,,,,,,0,0,0,0,0,,23,,0,154,0,,2518,,"3","3","3","2","1","2","1","1","1","1","2","5","800","1","NA","2","1","2","2","4","2","4","2","1","NA","NA","374","0","1","1",,"1",1,,,,,
"2011","FI",744,"1","2011","26",11506,5722,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,2033,,3751,,"3","3","3","1","1","1","1","1","1","1","1","6","2000","3","3","2","2","2","2","1","2","5","2","1","1400","NA","832","0","1","1",,"1",1,,,,,
"2011","FI",762,"1","2011","35",47108,-19052,0,0,,,,,,,,,0,0,0,0,0,,19,,0,0,0,,66161,,"3","3","3","1","1","2","1","1","1","1","1","5","5000","3","3","1","2","2","1","4","2","5","2","1","NA","NA","255","764.58","1","1",,"1",1,,,,,
"2011","FI",764,"1","2011","12",15532,12372,0,0,,,,,,,,,0,0,0,0,0,,32,,0,0,313,,2847,,"3","2","NA","2","1","2","1","2","1","1","1","5","3500","2","3","2","1","2","2","2","4","6","2","1","NA","NA","769","1340.5","1","1",,"1",1,,,,,
"2011","FI",795,"1","2011","21",7578,6388,0,0,,,,,,,,,0,0,0,248,0,,0,,0,0,0,,1190,,"2","3","3","1","1","2","1","1","1","1","1","5","500","1","3","2","2","2","2","2","4","3","2","1","278","NA","161","120.97","1","1",,"1",1,,,,,
"2011","FI",834,"1","2011","19",16644,909,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,15735,,"NA","3","3","1","1","1","1","1","1","1","1","5","2000","2","3","2","2","2","2","1","1","2","2","2","NA","NA","597","0","1","1",,"1",1,,,,,
"2011","FI",856,"1","2011","41",41606,25787,0,0,,,,,,,,,0,0,0,0,0,,4,,0,0,0,,15818,,"3","3","2","1","1","1","1","3","1","1","1","5","800","2","NA","2","NA","2","2","4","2","6","2","1","NA","NA","780","0","1","1",,"1",1,,,,,
"2011","FI",881,"1","2011","25",27106,25362,0,0,,,,,,,,,0,0,0,10857,1197,,664,,0,0,0,,1744,,"3","3","NA","1","1","1","1","1","1","1","1","6","2000","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","2098","0","1","1",,"1",1,,,,,
"2011","FI",885,"1","2011","23",35033,13203,0,0,,,,,,,,,0,0,0,0,0,,100,,0,0,0,,21830,,"3","3","3","1","2","2","1","1","1","1","1","4","1500","2","NA","2","2","2","1","4","2","6","2","1","NA","NA","510","338.33","1","1",,"1",1,,,,,
"2011","FI",889,"2","2011","20",6403,6310,0,0,,,,,,,,,0,0,0,0,0,,6,,0,0,0,,92,,"NA","3","3","1","1","2","1","1","1","1","1","4","1500","2","NA","2","1","2","2","1","4","4","2","1","586","NA","645","0","1","1",,"1",1,,,,,
"2011","FI",909,"1","2011","27",25686,720,0,0,,,,,,,,,0,0,0,0,0,,536,,0,0,0,,24966,,"NA","3","NA","1","1","1","1","1","1","1","1","5","3000","2","NA","2","2","1","2","1","1","4","2","1","NA","NA","394","0","1","1",,"1",1,,,,,
"2011","FI",911,"1","2011","18",14105,10053,0,0,,,,,,,,,0,0,0,0,0,,24,,0,0,0,,4052,,"NA","3","3","1","1","1","1","1","1","1","2","6","3000","3","2","2","2","2","2","2","2","6","2","1","NA","NA","651","161.91","1","1",,"1",1,,,,,
"2011","FI",920,"2","2011","15",34414,31066,0,0,,,,,,,,,0,0,0,4938,980,,0,,0,0,0,,3349,,"NA","3","NA","NA","1","1","1","1","1","1","1","5","NA","3","2","2","2","NA","2","1","1","6","2","1","NA","NA","155","1000","1","1",,"1",1,,,,,
"2011","FI",954,"1","2011","28",23738,23690,0,0,,,,,,,,,0,0,0,0,0,,5,,0,6,26,,16,,"NA","3","NA","1","1","1","1","1","1","1","1","3","2000","2","NA","2","1","2","1","1","4","4","2","1","NA","NA","100","22.91","1","1",,"1",1,,,,,
"2011","FI",955,"1","2011","9",10375,10264,0,0,,,,,,,,,0,0,0,0,0,,7,,0,0,0,,111,,"3","3","3","1","2","1","1","1","1","1","1","4","1000","2","3","2","2","2","2","4","4","1","2","1","930","NA","371","250.83","1","1",,"1",1,,,,,
"2011","FI",959,"2","2011","15",21335,12706,0,0,,,,,,,,,0,0,0,0,0,,233,,0,822,0,,7807,,"NA","3","NA","1","1","NA","1","3","1","1","3","6","3000","2","NA","2","2","2","1","1","1","5","2","1","NA","NA","191","0","1","1",,"1",1,,,,,
"2011","FI",995,"1","2011","18",10600,5994,0,0,,,,,,,,,0,0,0,0,0,,0,,0,179,0,,4427,,"3","3","NA","1","1","1","1","1","1","1","2","2","2000","2","NA","2","1","2","2","1","1","5","2","1","NA","NA","475","0","1","1",,"1",1,,,,,
"2011","FI",997,"1","2011","25",6879,4708,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,2171,,"3","3","NA","1","1","1","1","1","1","3","1","2","1500","2","2","2","2","2","1","2","3","1","2","1","NA","NA","573","0","1","1",,"1",1,,,,,
"2011","FI",998,"1","2011","24",18033,16534,0,0,,,,,,,,,0,0,0,2155,238,,132,,0,21,0,,1478,,"3","3","NA","1","1","1","1","1","1","3","1","2","NA","1","1","2","2","2","2","4","2","5","2","1","NA","NA","293","0","1","1",,"1",1,,,,,
"2011","FI",1044,"1","2011","46",24604,22438,0,0,,,,,,,,,0,0,0,4258,0,,45,,0,0,0,,2166,,"NA","3","3","1","1","1","1","1","1","1","1","5","5500","3","NA","2","1","2","2","1","1","6","2","1","NA","NA","3326","0","1","1",,"1",1,,,,,
"2011","FI",1045,"1","2011","16",10410,2389,0,0,,,,,,,,,0,0,0,0,0,,6,,0,88,0,,7932,,"NA","1","NA","2","1","1","1","3","1","1","1","1","1800","NA","3","2","2","2","2","2","2","4","2","1","NA","NA","388","760.83","1","1",,"1",1,,,,,
"2011","FI",1075,"1","2011","12",4145,2643,0,0,,,,,,,,,0,0,0,0,264,,0,,0,162,0,,1341,,"2","3","NA","1","1","1","1","1","3","1","3","1","2000","2","NA","2","1","2","2","1","3","2","2","1","NA","NA","766","397.5","1","1",,"1",1,,,,,
"2011","FI",1078,"2","2011","35",21967,5359,0,0,,,,,,,,,0,0,0,0,0,,3,,0,0,0,,16608,,"NA","3","3","1","1","1","1","1","1","1","1","4","5000","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","334","432","1","1",,"1",1,,,,,
"2011","FI",1082,"1","2011","38",38335,30381,0,0,,,,,,,,,0,0,0,0,0,,236,,0,318,0,,7636,,"3","3","NA","2","1","2","1","1","1","1","1","1","5000","2","2","2","2","2","2","1","2","4","2","1","NA","NA","680","0","1","1",,"1",1,,,,,
"2011","FI",1087,"1","2011","20",20791,8128,0,0,,,,,,,,,0,0,0,8821,0,,0,,0,2653,0,,10009,,"NA","3","3","1","1","1","1","1","1","1","1","4","5600","3","NA","2","2","2","1","2","1","5","2","1","830","NA","671","704.83","1","1",,"1",1,,,,,
"2011","FI",1114,"1","2011","23",15982,15974,0,0,,,,,,,,,0,0,0,0,0,,295,,0,0,1,,7,,"NA","3","NA","1","1","1","1","1","1","1","2","6","1700","1","NA","2","2","2","2","4","4","6","2","1","NA","NA","385","586","1","1",,"1",1,,,,,
"2011","FI",1123,"1","2011","14",25964,5931,0,0,,,,,,,,,0,0,0,1030,1703,,0,,0,157,0,,19876,,"1","3","3","1","1","1","1","1","3","1","1","6","1000","2","NA","2","2","2","2","4","2","6","2","1","NA","NA","1420","0","1","1",,"1",1,,,,,
"2011","FI",1137,"1","2011","22",13397,5896,0,0,,,,,,,,,0,0,0,0,0,,6,,0,769,0,,6732,,"NA","3","NA","1","1","2","1","1","1","1","1","4","1500","1","NA","2","1","2","2","2","3","3","2","1","NA","NA","342","0","1","1",,"1",1,,,,,
"2011","FI",1139,"1","2011","16",12436,12038,0,0,,,,,,,,,0,0,0,0,0,,0,,0,4,68,,326,,"3","3","NA","1","1","1","1","3","1","1","2","2","1800","2","NA","2","2","2","2","4","2","6","2","1","NA","NA","322","787.83","1","1",,"1",1,,,,,
"2011","FI",1181,"1","2011","14",5549,5490,0,0,,,,,,,,,0,0,0,0,0,,10,,0,0,0,,59,,"3","1","3","1","1","1","1","1","3","1","3","4","3500","2","2","1","1","2","2","1","1","3","1","1","NA","NA","383","601","1","1",,"1",1,,,,,
"2011","FI",1206,"1","2011","20",13342,13253,0,0,,,,,,,,,0,0,0,0,0,,378,,0,0,0,,88,,"3","2","NA","1","1","2","1","1","1","1","1","6","1000","2","NA","2","1","1","2","1","4","2","2","1","470","NA","264","97.21","1","1",,"1",1,,,,,
